fonte,origem_tipo,pais,classe,titulo,tipo,fase_produto,produto,categoria,valor,score,ano,link,origem,score_final
bolsas e apoios,outro,Não identificado,oportunidade,"What the granting programs fund Application tools This section offers practical tools, templates and educational resources to support the preparation of strong and complete applications. Webinars and information sessions Preparing an arts and cultural CV (or resume) Glossary Understanding the Application Review",grant,nao identificado,nao identificado,cultura,,70,,https://canadacouncil.ca/funding/resources/what-the-granting-programs-fund,https://canadacouncil.ca/funding/grants/guide/apply-to-programs,90
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo IX - Formulário de recurso 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",formacao,nao identificado,formacao_mentoria,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20IX%20-%20Formul%C3%A1rio%20de%20recurso.doc,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",formacao,nao identificado,formacao_mentoria,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20IX%20-%20Formul%C3%A1rio%20de%20recurso.doc,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo II - Declaração de Participação 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20II%20-%20Declara%C3%A7%C3%A3o%20de%20Participa%C3%A7%C3%A3o.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo III - Formulário de Projeto 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20III%20-%20Formul%C3%A1rio%20de%20Projeto.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo IV - Currículo 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20IV%20-%20Curr%C3%ADculo.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo V - Planilha de Custos 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20V%20-%20Planilha%20de%20Custos.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo VI - Termo de Compromisso 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20VI%20-%20Termo%20de%20Compromisso.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Anexo VIII - Declaração de Representação 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20VIII%20-%20Declara%C3%A7%C3%A3o%20de%20Representa%C3%A7%C3%A3o.doc,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20I%20-%20Ficha%20de%20Inscri%C3%A7%C3%A3o.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20II%20-%20Declara%C3%A7%C3%A3o%20de%20Participa%C3%A7%C3%A3o.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20III%20-%20Formul%C3%A1rio%20de%20Projeto.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20IV%20-%20Curr%C3%ADculo.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20V%20-%20Planilha%20de%20Custos.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20VI%20-%20Termo%20de%20Compromisso.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/EDITAIS%202018/020/Anexo%20VIII%20-%20Declara%C3%A7%C3%A3o%20de%20Representa%C3%A7%C3%A3o.doc,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/2018/Extrato%20prorroga%C3%A7%C3%A3o%20prazo%20Editais%20para%20site.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Baixar 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/EDITAIS/INSCRITOSS/Lista%20de%20Inscritos%20-%20020.pdf,https://secult.es.gov.br/editais-2018,85
Reveja as Imersões,estadual,Brasil,oportunidade,"Lista de Inscritos - 020 020/2018 - Projetos Culturais Setoriais de Artes Visuais Projetos culturais que estimulem toda a cadeia produtiva das artes visuais, nas modalidades de: criações digitais, desenho, design, escultura, fotografia, grafite, gravura, objetos, pintura, poesia virtual, videoarte, colagem, instalação, performance, body art, projetos de arte integrada, entre outras manifestações híbridas, desenvolvidas de forma individual ou",outro,nao identificado,nao identificado,audiovisual,,85,2018,https://secult.es.gov.br/media/EDITAIS/INSCRITOSS/Lista%20de%20Inscritos%20-%20020.pdf,https://secult.es.gov.br/editais-2018,85
Programa de Desenvolvimento do Audiovisual Mineiro,outro,Internacional,oportunidade,"Sobre os Editais do Audiovisual e Demais Áreas Culturais Lei Paulo Gustavo 21 Julho 2023 Dúvidas A Secretaria de Estado de Cultura e Turismo esclarece as principais dúvidas para manter a transparência do processo relacionado à Lei Paulo Gustavo em Minas Gerais. Reunimos abaixo lives de esclarecimentos e os questionamentos mais frequentes com as respectivas respostas, a fim de sanar as principais dúvidas e compartilhar com o público as informações necessárias, reforçando a",outro,nao identificado,nao identificado,audiovisual,,75,2023,https://emcplay.com/video/1182/live-tira-duvidas-lei-paulo-gustavo/,https://www.secult.mg.gov.br/documentos/lei-paulo-gustavo-lpg/duvidas,85
Secult ES,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,edital,nao identificado,nao identificado,audiovisual,,75,,https://secult.es.gov.br/credenciamento,https://secult.es.gov.br/credenciamento,85
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,Final Agreement between SA and France on Cinematographic and Audio-visual coproduction.,mercado,producao,producao_obra,audiovisual,,65,2022,https://www.nfvf.co.za/wp-content/uploads/2022/10/Final-Agreement-between-SA-and-France-on-Cinematographic-and-Audio-visual-coproduction-002.pdf,https://www.nfvf.co.za/co-productions,85
"festivals, activities and cinemas",outro,Não identificado,oportunidade,"Read more Ghent, Belgium October 7 to 18, 2026 Film Fest Gent 2026 Deadline : July 1, 2026 Read more",outro,nao identificado,desenvolvimento_roteiro,audiovisual,,45,2026,https://telefilm.ca/en/appel-inscription/film-fest-gent,https://telefilm.ca/en,85
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,About About About Us About the SAFTAs Latest News,festival,exibicao,festival_inscricao,audiovisual,,74,2026,https://www.nfvf.co.za/call-for-nfvf-funding-applications-to-attend-film-festivals-and-markets-taking-place-from-01-30-june-2026,https://www.nfvf.co.za/call-for-nfvf-funding-applications-to-attend-film-festivals-and-markets-taking-place-from-01-30-june-2026,84
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,About About About Us About the SAFTAs Latest News,festival,exibicao,festival_inscricao,audiovisual,,74,2026,https://www.nfvf.co.za/call-for-nfvf-funding-applications-to-attend-film-festivals-and-markets-taking-place-from-08-31-may-2026,https://www.nfvf.co.za/call-for-nfvf-funding-applications-to-attend-film-festivals-and-markets-taking-place-from-08-31-may-2026,84
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,"18 May 2026 Press Release: South Africa to be celebrated as European Film Market’s “Country in Focus” at the Berlinale 2027 Press Release 18 May 2026, Johannesburg - South Africa has been selected as the “Country in Focus” for the upcoming edition of the Berlinale European Film M",mercado,mercado,mercado_pitch_coproducao,audiovisual,,64,2026,https://www.nfvf.co.za/press-release-south-africa-to-be-celebrated-as-european-film-markets-country-in-focus-at-the-berlinale-2027/,https://www.nfvf.co.za/latest-news,84
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,Press Release: South Africa to be celebrated as European Film Market’s “Country in Focus” at the Berlinale 2027,mercado,mercado,mercado_pitch_coproducao,audiovisual,,64,2027,https://www.nfvf.co.za/press-release-south-africa-to-be-celebrated-as-european-film-markets-country-in-focus-at-the-berlinale-2027/,https://www.nfvf.co.za/call-for-nfvf-funding-applications-to-attend-film-festivals-and-markets-taking-place-from-01-30-june-2026,84
festivals and mercados Build audiences for your projects,outro,Não identificado,oportunidade,"Distributors’ market share Gross box office and admissions Distributors’ market share Australian share of the Australian box office State shares Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By state and exhibitors Multiplexes: By sta",mercado,mercado,mercado_pitch_coproducao,audiovisual,,62,2023,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/australian-box-office/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends,82
festivals and mercados Build audiences for your projects,outro,Não identificado,oportunidade,"Gross box office and admissions Gross box office and admissions Distributors’ market share Australian share of the Australian box office State shares Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By state and exhibitors Multiplexes: B",mercado,mercado,mercado_pitch_coproducao,audiovisual,,62,2023,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/box-office/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends,82
festivals and mercados Build audiences for your projects,outro,Não identificado,oportunidade,"State shares Gross box office and admissions Distributors’ market share Australian share of the Australian box office State shares Cinema Industry Trends Key statistics on the cinema industry in Australia Home Insights and Trends Overview Cinema Industry Trends Data and information Yearly overview 2023 Snapshot – Screen Australia Screens and theatres Total screens, theatres and seating capacity Seats, screens and theatres state by state Capacity by exhibitor By state and exhibitors Multiplexes: By state and exhibit",mercado,mercado,mercado_pitch_coproducao,audiovisual,,62,2023,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends/state-shares/,https://www.screenaustralia.gov.au/insights-and-trends/cinema-industry-trends,82
"festivals, activities and cinemas",outro,Não identificado,oportunidade,All key dates,outro,nao identificado,nao identificado,audiovisual,,70,,https://telefilm.ca/en/we-finance-and-support/program-deadline,https://telefilm.ca/en,80
Application Assistance,outro,Não identificado,oportunidade,Webinars and information sessions Review the Webinars and information sessions for recordings or sessions that might address the grant or prize you wish to apply to.,grant,nao identificado,nao identificado,inovacao,,58,,https://canadacouncil.ca/funding/resources/webinars-and-info-sessions,https://canadacouncil.ca/funding/application-assistance,78
"festivals, activities and cinemas",outro,Não identificado,oportunidade,Coproductions Home / We finance and support / Coproductions / Coproduction recommendation submission,mercado,producao,producao_obra,audiovisual,,55,,https://telefilm.ca/en/we-finance-and-support/coproductions,https://telefilm.ca/en/we-finance-and-support/coproductions/submit-a-coproduction-recommendation-application,75
"festivals, activities and cinemas",outro,Não identificado,oportunidade,Home Home / We finance and support / Coproductions / Coproduction recommendation submission,mercado,producao,producao_obra,audiovisual,,55,,https://telefilm.ca/en,https://telefilm.ca/en/we-finance-and-support/coproductions/submit-a-coproduction-recommendation-application,75
"festivals, activities and cinemas",outro,Não identificado,oportunidade,We finance and support Home / We finance and support / Coproductions / Coproduction recommendation submission,mercado,producao,producao_obra,audiovisual,,55,,https://telefilm.ca/en/we-finance-and-support,https://telefilm.ca/en/we-finance-and-support/coproductions/submit-a-coproduction-recommendation-application,75
bolsas e apoios & Awards,outro,Internacional,oportunidade,More Information More Information • Applications currently closed,outro,desenvolvimento,nao identificado,audiovisual,,64,,https://www.filmindependent.org/programs/artist-development/episodic-directing-intensive/,https://www.filmindependent.org/programs/applications,74
Reveja as Imersões,estadual,Brasil,oportunidade,Mapa Cultural ES Mapa Cultural ES Acesso ao Mapa Cultural Vídeos Tutoriais,outro,nao identificado,nao identificado,audiovisual,,69,,https://secult.es.gov.br/GrupodeArquivos/selecao-de-os,https://secult.es.gov.br/GrupodeArquivos/selecao-de-os,69
financiamento,outro,Internacional,oportunidade,"Tiny Lights Festival 2026 Tiny Lights Festival 2026 May 29 - May 31 The Tiny Lights Festival marks its 15th year with a celebration of collaboration and connection at Wildflower Commons. The multi-day event brings together music, art and community programming, creating a",festival,exibicao,festival_inscricao,cultura,,59,2026,https://creativebc.com/calendar/tiny-lights-festival-2026/,https://creativebc.com/about/calendar,69
bolsas e apoios,outro,Não identificado,oportunidade,"Preparing an arts and cultural CV (or resume) Application tools This section offers practical tools, templates and educational resources to support the preparation of strong and complete applications. Webinars and information sessions Preparing an arts and cultural CV (or resume) Glossary Understanding the Application Review",outro,nao identificado,nao identificado,cultura,,58,,https://canadacouncil.ca/funding/resources/prepare-your-arts-and-cultural-cv,https://canadacouncil.ca/funding/grants/guide/apply-to-programs,68
bolsas e apoios,outro,Não identificado,oportunidade,"Understanding Application Outcomes Application tools This section offers practical tools, templates and educational resources to support the preparation of strong and complete applications. Webinars and information sessions Preparing an arts and cultural CV (or resume) Glossary Understanding the Application Review",outro,nao identificado,nao identificado,cultura,,58,,https://canadacouncil.ca/funding/resources/understanding-application-outcomes,https://canadacouncil.ca/funding/grants/guide/apply-to-programs,68
bolsas e apoios,outro,Não identificado,oportunidade,"Understanding the Application Review Process Application tools This section offers practical tools, templates and educational resources to support the preparation of strong and complete applications. Webinars and information sessions Preparing an arts and cultural CV (or resume) Glossary Understanding the Application Review",outro,nao identificado,nao identificado,cultura,,58,,https://canadacouncil.ca/funding/resources/understanding-the-application-review-process,https://canadacouncil.ca/funding/grants/guide/apply-to-programs,68
bolsas e apoios,outro,Não identificado,oportunidade,"Webinars and information sessions Application tools This section offers practical tools, templates and educational resources to support the preparation of strong and complete applications. Webinars and information sessions Preparing an arts and cultural CV (or resume) Glossary Understanding the Application Review",outro,nao identificado,nao identificado,cultura,,58,,https://canadacouncil.ca/funding/resources/webinars-and-info-sessions,https://canadacouncil.ca/funding/grants/guide/apply-to-programs,68
bolsas e apoios,outro,Não identificado,oportunidade,"Important Notes Important Notes Notes: × Figures are based upon information as at March 31. Funding includes grants to artists and arts organizations through different programs, strategic funds and Prizes under parliamentary appropriation. Funding through “Other programs and activities” include",grant,nao identificado,nao identificado,cultura,,45,,https://canadacouncil.ca/research/stats-and-stories,https://canadacouncil.ca/research/stats-and-stories,65
Programa de Desenvolvimento do Audiovisual Mineiro,estadual,Brasil,oportunidade,Audiovisual Audiovisual Programa de Desenvolvimento do Audiovisual Mineiro,lab,desenvolvimento,desenvolvimento_roteiro,audiovisual,,52,,https://www.secult.mg.gov.br/documentos/lab/editais-lei-aldir-blanc,https://www.secult.mg.gov.br/documentos/lab/editais-lei-aldir-blanc,62
festivals and mercados Build audiences for your projects,outro,Internacional,oportunidade,"Roy Morgan website More information is available on the Roy Morgan website . Cinema Audiences Home Audiences Cinema Audiences Data and information Attendance Patterns By Age Age Profile By Gender By City Lifestyle and Values About the data – Audience value segments Research into lifestyle, behaviour, attitudes and values (known as psychographics) provides a way of grouping and analysing audiences other than by demographic variables such as age or where they live. There are many psychographic",lab,nao identificado,formacao_mentoria,audiovisual,,42,,http://www.roymorgan.com/products-and-tools/values-segments,https://www.screenaustralia.gov.au/insights-and-trends/audiences/cinema-audiences,62
festivals and mercados Build audiences for your projects,outro,Não identificado,oportunidade,"Information for Recipients In relation to development and production funding (including feature film, television, online and games funding), Screen Australia requires applicants to have, or be in a position to acquire on appropriate terms, an assignment of all underlying rights, including copyright, requir Information for Applicants Before applying for funding, make sure you have reviewed our general eligibility requirements for applicants and projects to ensure your application is ready for assessment. Home Doing",outro,desenvolvimento,producao_obra,audiovisual,,46,,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-recipients/,https://www.screenaustralia.gov.au/doing-business-with-us/information-for-applicants,56
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,"– – Education and Training Funding Find out more about national and international bursaries, grants for training providers and our in-house training programmes. Funding Approvals Information on Funding Approvals.",grant,nao identificado,formacao_mentoria,inovacao,,35,,https://www.nfvf.co.za/latest-news,https://www.nfvf.co.za/latest-news,55
"festivals, activities and cinemas",outro,Não identificado,oportunidade,Corporate Information Promotion – Limited Edition Stream **Required at Application,outro,nao identificado,nao identificado,audiovisual,,42,2022,https://telefilm.ca/wp-content/uploads/2022/07/corporate-information-promotion-program-final-version.pdf,https://telefilm.ca/en/we-finance-and-support/our-programs/festivals-activities-and-cinemas/the-limited-edition-stream,52
"festivals, activities and cinemas",outro,Não identificado,oportunidade,How to apply Please read our How to apply page for more information on the application process.,outro,nao identificado,nao identificado,audiovisual,,42,,https://telefilm.ca/en/we-finance-and-support/how-to-apply,https://telefilm.ca/en/we-finance-and-support/our-programs/festivals-activities-and-cinemas/theatrical-exhibition,52
"Education and Training financiamentoFind out more about national and international bursaries, bolsas e apoios for training providers and our in-house training programmes.",internacional,Não identificado,oportunidade,twitter facebook youtube Online Funding Application Portal Follow us Hit enter to search or ESC to close Close Search search Menu Home About About Us About the SAFTAs Latest News Gallery Videos Funding – Funding Overview and Criteria The NFVF provides funding for film and video-r,grant,nao identificado,festival_inscricao,audiovisual,,32,2026,https://www.nfvf.co.za/nfvf-call-for-submission-for-training-provider-grant-2026,https://www.nfvf.co.za/nfvf-call-for-submission-for-training-provider-grant-2026,52
TorinoFilmLab,outro,Itália,oportunidade,Explore Explore News Library,lab,nao identificado,formacao_mentoria,audiovisual,,32,,https://torinofilmlab.it,https://torinofilmlab.it,52
TorinoFilmLab,outro,Itália,oportunidade,Explore Explore News Library,lab,nao identificado,formacao_mentoria,audiovisual,,32,,https://www.torinofilmlab.it,https://www.torinofilmlab.it,52
FICA - festival Internacional de Cinema e Vídeo Ambiental,federal,Brasil,oportunidade,"Fica 2026 registra crescimento expressivo em mostras temáticas e amplia visibilidade de produções locais e indígenas 15/04/2026 Aumento nas inscrições das mostras Becos da Minha Terra e de Cinema Indígena e de Povos Tradicionais reforça diversidade, produção local e alcance inter Fica 2026 registra crescimento expressivo em mostras temáticas e amplia visibilidade de produções locais e indígenas 15/04/2026 Aumento nas inscrições das mostras Becos da Minha Terra e de Cinema Indígena e de Povos Tradicionais reforça di",edital,producao,producao_obra,audiovisual,,37,2026,https://fica.go.gov.br/n/200217-fica-2026-registra-crescimento-expressivo-em-mostras-tematicas-e-amplia-visibilidade-de-producoes-locais-e-indigenas,https://fica.go.gov.br,47
bolsas e apoios,outro,Não identificado,oportunidade,"Canadian Arts Data / Données sur les arts au Canada CADAC, the Canadian Arts Data / Données sur les arts au Canada , is a joint effort by arts funding agencies across Canada. CADAC is dedicated to collecting, analyzing and disseminating financial and statistical information about Canadian arts organizations. CADAC’s analytics tool",outro,nao identificado,nao identificado,cultura,,34,,https://www.cadac.ca/,https://canadacouncil.ca/research,44
bolsas e apoios,outro,Não identificado,oportunidade,"Explore CADAC Data CADAC CADAC, the Canadian Arts Data / Données sur les arts au Canada , is a joint effort by arts funding agencies across Canada. CADAC is dedicated to collecting, analyzing and disseminating financial and statistical information about Canadian arts organizations. CADAC’s analytic",outro,nao identificado,nao identificado,cultura,,34,,https://www.cadac.ca/disclaimeren.html,https://canadacouncil.ca/research,44
bolsas e apoios,outro,Não identificado,oportunidade,"Glossary Application tools This section offers practical tools, templates and educational resources to support the preparation of strong and complete applications. Webinars and information sessions Preparing an arts and cultural CV (or resume) Glossary Understanding the Application Review",outro,nao identificado,nao identificado,cultura,,34,,https://canadacouncil.ca/glossary,https://canadacouncil.ca/funding/grants/guide/apply-to-programs,44
bolsas e apoios,outro,Não identificado,oportunidade,Webinars and information sessions Visit the Webinars and information sessions page to register for sessions as they are announced.,outro,nao identificado,nao identificado,inovacao,,34,,https://canadacouncil.ca/funding/resources/webinars-and-info-sessions,https://canadacouncil.ca/funding/updates,44
bolsas e apoios,outro,Não identificado,oportunidade,Webinars and information sessions Visit the Webinars and information sessions web page to access recordings and/or to register for future sessions as they are announced.,outro,nao identificado,nao identificado,inovacao,,34,,https://canadacouncil.ca/funding/resources/webinars-and-info-sessions,https://canadacouncil.ca/funding/updates,44
financiamento,outro,Não identificado,oportunidade,Webinars and information sessions,outro,nao identificado,nao identificado,inovacao,,34,,https://canadacouncil.ca/funding/resources/webinars-and-info-sessions,https://canadacouncil.ca/funding,44
